radius_km,max_n,n,n_clusters,B,psi,ci_low,ci_high,se_boot,ci_width,estimator,seed
7,50000,49519,42,500,0.0019484618678689003,-0.0026102938514668494,0.011102534015662953,0.003743976553447118,0.013712827867129802,xgb_gpu_subsampled,42
