radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
16,365,0.1,451212,389,0.0006742961122654378,-0.000471062448923476,0.0020602834410965417,0.0006512081098028589,500,cuda,448.6682884693146,xgb_hurdle_gpu
