a_star,psi,ci_low,ci_high,se_boot,B,n,n_clusters,device,radius_km,estimator
1000.0,0.014791076071560383,0.009330057422630489,0.023189359065145253,0.0034339209996109036,500,451212,389,cuda,4,xgb_hurdle_gpu_dose_response
10000.0,0.014826375991106033,0.00968689147848636,0.022544172732159494,0.00335603408048035,500,451212,389,cuda,4,xgb_hurdle_gpu_dose_response
100000.0,0.018842170014977455,0.013047516252845526,0.02508635306730866,0.003342175383072756,500,451212,389,cuda,4,xgb_hurdle_gpu_dose_response
1000000.0,0.02542586252093315,0.017753677954897285,0.031084489868953822,0.0034344232578218097,500,451212,389,cuda,4,xgb_hurdle_gpu_dose_response
10000000.0,0.03408539295196533,0.023109184671193363,0.04668313590809702,0.006113038414604459,500,451212,389,cuda,4,xgb_hurdle_gpu_dose_response
