radius_km,n,p,n_clusters,n_positives,n_folds,n_lambdas,lambda_pos_cv,lambda_mag_cv,n_active_pos,n_active_mag,shift_pct,psi_total,psi_freq,psi_mag,psi_cross,se_iid_mean,se_cluster_mean,design_effect,ci_low,ci_high,z,pval,stage1_cv_min,stage2_cv_min,total_wall_min,estimator
19,451212,1627,389,82162,5,15,9.470669565766258e-08,1.9501707027864136e-06,292,54,0.1,0.0018026742169753658,0.0019110654459469527,-0.00010703837347751657,-1.3528554940705794e-06,3.0467723039808684e-05,0.000570815212272384,18.735079465129875,0.0006838969590939072,0.0029214514748568243,3.1580696838807407,0.0015881758946223457,0.0,29.55959641933441,40.113419234752655,hurdle_gpu_hal_active_set_full_n_cv
