radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
2,365,0.1,451212,389,0.00014549792103935033,-0.00024177247069019357,0.0007832294650143011,0.0002546116192948834,500,cuda,409.95076727867126,xgb_hurdle_gpu
