radius_km,n,p,n_clusters,n_positives,n_folds,n_lambdas,lambda_pos_cv,lambda_mag_cv,n_active_pos,n_active_mag,shift_pct,psi_total,psi_freq,psi_mag,psi_cross,se_iid_mean,se_cluster_mean,design_effect,ci_low,ci_high,z,pval,stage1_cv_min,stage2_cv_min,total_wall_min,estimator
7,451212,1564,389,18679,5,15,2.734201509246431e-08,5.355755880004901e-06,331,27,0.1,0.00020349807976732066,0.0001315595647427962,6.161412268455998e-05,1.0324392339964422e-05,1.95549367364193e-05,0.0003887016378072486,19.87741730114253,-0.0005583431310666192,0.0009653392906012606,0.5235328590723158,0.6006034907290685,0.0,22.164217241605122,33.91952086289724,hurdle_gpu_hal_active_set_full_n_cv
