radius_km,window_days,a_star,psi,se_iid,se_cluster,ci_low,ci_high,epsilon,n_in_bin
7,365,1000000.0,0.06093715539763933,0.003134285450483132,0.005526392434365522,0.05010562526184827,0.07176868553343038,-2.8716525101700817e-05,2949
7,365,10000000.0,0.08705017718827848,0.0029659353437622537,0.011615177638678576,0.06428484734243348,0.10981550703412349,0.0001961526429179585,2949
7,365,100000000.0,0.09099044294057775,0.00017506448402913473,0.005280118682304596,0.08064160048916365,0.10133928539199184,-0.006092746217514044,2950
8,365,10000.0,0.07470173605678229,0.0018252494149230954,0.004058615386560162,0.06674699607202426,0.08265647604154032,-1.6131418796198738e-05,2949
8,365,100000.0,0.07514797372617213,0.0032125108824664667,0.005532122798732846,0.06430521228260283,0.08599073516974143,3.159938744642925e-05,2949
8,365,1000000.0,0.07493677685837166,0.0035454688264870866,0.006130518138682224,0.06292118209998497,0.08695237161675835,-5.333465456500133e-05,2949
8,365,10000000.0,0.10766979327888278,0.002154260464110634,0.008670094071077468,0.09067672115699668,0.12466286540076887,0.0007373979573666821,2949
8,365,100000000.0,0.10716471799377575,0.00022245591679491655,0.005446709280534615,0.09648936396966784,0.11784007201788366,0.000707942560632072,2950
9,365,10000.0,0.09373093441805733,0.001738380426414439,0.00477858226097757,0.0843650852893793,0.10309678354673535,-1.7753753902527277e-05,2949
9,365,100000.0,0.09469042541930031,0.002457584091246901,0.0053595405955464415,0.08418591887834893,0.10519493196025169,-7.665423343155963e-05,2949
9,365,1000000.0,0.09346617573558785,0.004885147544365743,0.0076948186471895675,0.07838460831952908,0.10854774315164663,4.6760685248951426e-05,2949
9,365,10000000.0,0.12174178202030206,0.002195722556547762,0.007860866641116527,0.10633476651644132,0.13714879752416279,0.00042978114012075805,2949
9,365,100000000.0,0.1451798920108673,0.00027901439168478737,0.005850071596496817,0.1337139623747528,0.15664582164698182,0.005915473076726028,2950
10,365,10000.0,0.10952098728126967,0.0016342567200538529,0.005062173671925356,0.0995993092008091,0.11944266536173025,-0.000190355180907152,2949
10,365,100000.0,0.11512160146770276,0.0024933722356674597,0.005867970514252686,0.10362059059742451,0.126622612337981,-0.00012542921832659973,2949
10,365,1000000.0,0.10992794942650917,0.006010310470332221,0.009080227895028294,0.09213102978083777,0.12772486907218059,7.650778248227628e-05,2949
10,365,10000000.0,0.14179799186669675,0.0024762460972424815,0.009506440077785602,0.12316571169304882,0.16043027204034468,0.0004837061533010498,2949
10,365,100000000.0,0.16429511796193522,0.000323318831739452,0.006236498592743827,0.15207180533052259,0.17651843059334785,0.01021387830470145,2950
12,365,10000.0,0.14306618667733167,0.0015796731934559162,0.005414825395969391,0.13245332391865883,0.15367904943600452,-0.00015540780105292677,2949
12,365,100000.0,0.15917432202079615,0.0036288431287689158,0.007212977174304025,0.14503714653785077,0.17331149750374153,-6.986968168064656e-05,2949
12,365,1000000.0,0.14373738244586404,0.006532060401472262,0.010454585756594366,0.12324677088965365,0.16422799400207444,7.557901067671674e-05,2949
12,365,10000000.0,0.18262729738691622,0.003045798076060614,0.010373945195457132,0.1622947384262279,0.20295985634760452,0.0001770640064504502,2949
12,365,100000000.0,0.19898604408338513,0.0003825755546775317,0.007092168694619674,0.18508564886964812,0.21288643929712214,0.002974713093492307,2950
11,365,10000.0,0.12626152397304663,0.0014542521918291182,0.005160162084751298,0.11614779213254496,0.13637525581354829,-0.00020040242426411104,2949
11,365,100000.0,0.13864504728310237,0.003530506218525698,0.007312957193832263,0.12431191456270803,0.1529781800034967,-4.493835643808458e-05,2949
11,365,1000000.0,0.12646314061712155,0.006001355825157141,0.008862220909249935,0.10909350681195387,0.14383277442228923,8.968770092272574e-05,2949
11,365,10000000.0,0.16712048023410214,0.003049211736677345,0.009573849856032471,0.14835607932288453,0.18588488114531976,0.00019551559873844023,2949
11,365,100000000.0,0.1881082030921069,0.000286134877243162,0.006934531767053002,0.17451677057903411,0.2016996356051797,0.0031648108259044313,2950
13,365,10000.0,0.15743664615962807,0.0017831043919340952,0.005869803419305099,0.14593204286146003,0.16894124945779612,-0.00018805930757032047,2949
13,365,100000.0,0.1717947804015247,0.003546996505667392,0.007513284819832118,0.15706901274906226,0.18652054805398716,-0.00012653722603968705,2949
13,365,1000000.0,0.16041203574668583,0.006019012734139983,0.010084843747419421,0.1406461052120298,0.18017796628134186,8.021499574305828e-05,2949
13,365,10000000.0,0.19955799481627529,0.004301261412610844,0.012260951673520119,0.17552697111998974,0.22358901851256083,0.00018566159297040078,2949
13,365,100000000.0,0.2217053690002359,0.0003294735402230496,0.006959155209471189,0.2080656754268481,0.23534506257362373,0.004350617600448142,2950
16,365,10000.0,0.18402642846022577,0.0016692365136503952,0.006132603221375982,0.17200674701485452,0.196046109905597,-0.0005158131263526307,2949
16,365,100000.0,0.2117280872970904,0.004307055267695551,0.008018017177583587,0.19601306240160307,0.2274431121925777,-8.234325563749066e-05,2949
16,365,1000000.0,0.21438117160353484,0.006521523343663192,0.011266771185080942,0.19229870585872252,0.23646363734834716,7.923622499842795e-05,2949
16,365,10000000.0,0.2697115025135871,0.004159541723082416,0.010656350941750358,0.24882543846113692,0.2905975665660373,0.00013742022999878382,2949
16,365,100000000.0,0.2884833224054862,0.0003654783715815908,0.007852882569992718,0.27309195539347814,0.30387468941749424,0.002404367416755544,2950
14,365,10000.0,0.16253586507526868,0.0017498508630742506,0.006081970595725936,0.15061542175261422,0.17445630839792314,-0.00031956257292416483,2949
14,365,100000.0,0.1883341934644438,0.0038514472197521254,0.007893018035599463,0.17286416238534377,0.20380422454354383,-7.424782782395829e-05,2949
14,365,1000000.0,0.17836334367820753,0.006363688687435558,0.009932619026797661,0.15889576811352682,0.19783091924288823,5.481288270167591e-05,2949
14,365,10000000.0,0.21521537266468554,0.003378244132053376,0.010042520722350496,0.1955323937348814,0.23489835159448968,0.00023272336259794071,2949
14,365,100000000.0,0.23069360722676713,0.00036574276362570706,0.007207291291849388,0.21656757586865316,0.2448196385848811,0.005273776322660946,2950
15,365,10000.0,0.17374573812936525,0.0016534652342607644,0.005893866966115102,0.16219397114610928,0.18529750511262122,-0.0002943733776999322,2949
15,365,100000.0,0.2010014319257933,0.0038572557831901733,0.007787735091007001,0.18573775162628084,0.21626511222530578,-0.00011585365727102861,2949
15,365,1000000.0,0.19731257112532838,0.0064337215269422415,0.010760861611848168,0.17622166992348634,0.21840347232717042,6.677298272787194e-05,2949
15,365,10000000.0,0.23938282831525098,0.0036043360247732955,0.009950780985209066,0.21987965596619521,0.2588860006643067,0.0001786380953551028,2949
15,365,100000000.0,0.25702905044247965,0.00034191131647781626,0.007291837467151245,0.24273731162574344,0.2713207892592159,0.0037483178380226484,2950
17,365,10000.0,0.19392237554751887,0.0018422609443416239,0.0060838820304674225,0.18199818588161232,0.20584656521342543,-0.0006166634472576461,2949
17,365,100000.0,0.22650349813930665,0.004277613927105416,0.008311425335948069,0.2102134038206547,0.2427935924579586,-4.777381739200936e-05,2949
17,365,1000000.0,0.2336742330639487,0.007364958398725973,0.011943679627749245,0.2102650511506754,0.257083414977222,0.00023623322334383705,2949
17,365,10000000.0,0.29131717666344475,0.003142261517514025,0.00984189369728579,0.27202741947709286,0.31060693384979665,0.00015422558253744316,2949
17,365,100000000.0,0.3108411280135567,0.00037662469787938985,0.007665006046236275,0.29581799222165184,0.3258642638054615,0.0051800911360492365,2950
18,365,10000.0,0.20961556671622192,0.001968628102455499,0.006235160267018158,0.19739487715503118,0.22183625627741266,-0.0006173491886751393,2949
18,365,100000.0,0.24753912018805685,0.004744186251252473,0.008653842076287176,0.23057790139063666,0.26450033898547703,4.098723683640911e-05,2949
18,365,1000000.0,0.2554324904720525,0.007541149048210604,0.012638802472851977,0.23066089281754687,0.28020408812655817,0.0003207115891900674,2949
18,365,10000000.0,0.317067609574069,0.003693181272640858,0.01050381706618395,0.29648050642415125,0.3376547127239867,0.00019182955644289702,2949
18,365,100000000.0,0.33039774113257503,0.00036776862591294146,0.007983780443707744,0.31474981900243265,0.3460456632627174,0.012387618606399907,2950
19,365,10000.0,0.22849105101233355,0.0025111301684264255,0.006636650878285075,0.21548345431292867,0.24149864771173843,-0.0005559116182101431,2949
19,365,100000.0,0.2645661221465606,0.004446023492103119,0.008412967990547034,0.24807700788200013,0.2810552364111211,-4.77727936324254e-05,2949
19,365,1000000.0,0.27697440986822564,0.007604049674088129,0.012906988119281794,0.25167717800554695,0.3022716417309043,0.00017401116994342515,2949
19,365,10000000.0,0.3395010712374405,0.004109744906547913,0.011562281729311398,0.31683941546888467,0.36216272700599633,0.00039943005998364743,2949
19,365,100000000.0,0.35364005178201974,0.0003999711835432255,0.00834833790746343,0.3372776101526209,0.37000249341141855,0.016762513542225334,2950
20,365,10000.0,0.23701666427279028,0.002665802340705555,0.006916024990951813,0.22346150437434578,0.2505718241712348,-0.0006525719150823074,2949
20,365,100000.0,0.2807532348420775,0.004609164247653778,0.009219563743255037,0.26268322195212634,0.2988232477320286,-0.0001413570871051996,2949
20,365,1000000.0,0.29656461675000856,0.008111731492858855,0.014198203100158917,0.26873665002851216,0.32439258347150496,0.00020759221782709259,2949
20,365,10000000.0,0.36885375194313874,0.004514377209025839,0.01277161516501359,0.34382184619530654,0.39388565769097095,0.00023020486017409655,2949
20,365,100000000.0,0.3799972171827564,0.0003812761198005915,0.008803066550025196,0.3627435237911978,0.39725091057431505,0.023850777297472824,2950
