radius_km,n,p,n_clusters,n_positives,n_folds,n_lambdas,lambda_pos_cv,lambda_mag_cv,n_active_pos,n_active_mag,shift_pct,psi_total,psi_freq,psi_mag,psi_cross,se_iid_mean,se_cluster_mean,design_effect,ci_low,ci_high,z,pval,stage1_cv_min,stage2_cv_min,total_wall_min,estimator
8,451212,1569,389,22996,5,15,1.6380625497960602e-06,4.92513747477013e-06,41,29,0.1,0.00038096877671159595,0.0003271427963186134,5.333449535524566e-05,4.914850377367871e-07,4.81705029186736e-06,0.00014753313493522048,30.62727727470504,9.180914571227578e-05,0.0006701284077109161,2.5822590760975386,0.009815586898297202,0.0,23.752882436911264,27.903494369983672,hurdle_gpu_hal_active_set_full_n_cv
