radius_km,n,p,n_clusters,n_positives,n_folds,n_lambdas,lambda_pos_cv,lambda_mag_cv,n_active_pos,n_active_mag,shift_pct,psi_total,psi_freq,psi_mag,psi_cross,se_iid_mean,se_cluster_mean,design_effect,ci_low,ci_high,z,pval,stage1_cv_min,stage2_cv_min,total_wall_min,estimator
16,451212,1579,389,64846,5,15,7.159793517850902e-08,2.2819777780846258e-06,312,52,0.1,0.0011247087605695425,0.0012360498100563145,-0.00011152384261101824,1.8279312424603516e-07,2.183382970437829e-05,0.0005363720082263788,24.56609836609751,7.343894213041849e-05,0.002175978579008667,2.096881909047821,0.0360040303708804,0.0,28.8465012550354,39.94054285685221,hurdle_gpu_hal_active_set_full_n_cv
