radius_km,n,p,n_clusters,n_positives,n_folds,n_lambdas,lambda_pos_cv,lambda_mag_cv,n_active_pos,n_active_mag,shift_pct,psi_total,psi_freq,psi_mag,psi_cross,se_iid_mean,se_cluster_mean,design_effect,ci_low,ci_high,z,pval,stage1_cv_min,stage2_cv_min,total_wall_min,estimator
12,451212,1584,389,43355,5,15,1.1267350876129362e-05,3.262998597411618e-06,18,37,0.1,0.00035927412754267724,0.0004066548640317495,-4.614239887825993e-05,-1.238337610812423e-06,3.5351961604513467e-06,0.00011901446850402474,33.66559113054419,0.00012601005563561213,0.0005925381994497424,3.0187432843976243,0.002538255135751122,0.0,50.60484531720479,54.85989182392756,hurdle_gpu_hal_active_set_full_n_cv
