radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
17,365,0.1,451212,389,0.0010257280664518476,-0.0003970617544837296,0.0021781190880574273,0.0006908498577724532,500,cuda,457.355037689209,xgb_hurdle_gpu
