radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
9,365,0.1,451212,389,0.0005362849333323538,-0.00026323815618525256,0.0018053902836982151,0.0005328858674172518,500,cuda,453.79215025901794,xgb_hurdle_gpu
