radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
19,365,0.1,451212,389,0.0014854888431727886,-0.00014472797811322376,0.0024358803522773085,0.0007066696500235218,500,cuda,430.9578173160553,xgb_hurdle_gpu
