radius_km,n,p,n_clusters,n_positives,n_folds,n_lambdas,lambda_pos_cv,lambda_mag_cv,n_active_pos,n_active_mag,shift_pct,psi_total,psi_freq,psi_mag,psi_cross,se_iid_mean,se_cluster_mean,design_effect,ci_low,ci_high,z,pval,stage1_cv_min,stage2_cv_min,total_wall_min,estimator
14,451212,1578,389,53409,5,15,6.013509748913368e-08,2.745336930830093e-06,305,41,0.1,0.0010498661408869846,0.0011364892706753776,-8.600407887321766e-05,-6.190509151753506e-07,2.8029189008722626e-05,0.00047567350438384526,16.970648142399575,0.00011756320389469236,0.0019821690778792766,2.2071150299760944,0.027306023996986895,0.0,48.18206513325374,59.86856330235799,hurdle_gpu_hal_active_set_full_n_cv
