radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,lambda_cv,lambda_used,fit_time_sec,boot_time_sec,total_time_sec,estimator
7,365,0.1,451212,389,0.0002145966652025005,-0.0003185303130816634,0.0013710122012817495,0.0006974550341190167,5,652316500524.8628,180783170848.96225,149.79196214675903,3010.2208104133606,3233.2944536209106,undersmoothed_hal
