radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
4,365,0.1,451212,389,0.00038346718065440655,-7.25327172403922e-05,0.0009554774427670053,0.00026906278185052506,500,cuda,401.52351689338684,xgb_hurdle_gpu
