API Number,Nearest Fault Dist (km),Fault Segments <= 1 km,Fault Segments <= 2 km,Fault Segments <= 3 km,Fault Segments <= 4 km,Fault Segments <= 5 km,Fault Segments <= 6 km,Fault Segments <= 7 km,Fault Segments <= 8 km,Fault Segments <= 9 km,Fault Segments <= 10 km,Fault Segments <= 11 km,Fault Segments <= 12 km,Fault Segments <= 13 km,Fault Segments <= 14 km,Fault Segments <= 15 km,Fault Segments <= 16 km,Fault Segments <= 17 km,Fault Segments <= 18 km,Fault Segments <= 19 km,Fault Segments <= 20 km
31741024,0.38357146914402496,5,16,23,27,33,40,65,97,124,171,218,271,329,420,525,611,684,764,846,938
31741025,0.7152334476853146,3,7,19,28,46,62,75,86,127,159,235,294,368,425,503,579,658,735,813,916
31741032,5.84405517518171,0,0,0,0,0,3,7,20,33,42,69,103,134,163,188,217,240,288,340,380
31741128,0.996786534678903,1,6,16,28,39,47,55,75,86,103,128,167,196,238,272,301,344,381,414,459
31741183,0.21512033985378043,5,14,27,50,69,91,114,145,163,180,196,230,259,284,317,349,386,423,457,500
31741196,0.29161580981293234,8,18,34,52,65,90,127,145,163,197,233,267,304,341,381,419,453,505,560,614
31741203,0.03149124919753534,10,21,50,84,114,149,201,250,299,356,423,504,555,622,678,760,838,932,1029,1122
31741240,1.014496112993048,0,6,9,19,45,69,103,123,163,190,230,273,320,378,431,485,562,629,688,747
31741297,0.3440746325680318,4,10,19,27,40,55,93,121,144,178,233,271,317,376,441,497,567,634,712,784
31741307,0.40608096497695134,4,17,36,48,70,83,96,111,128,155,183,206,225,253,275,311,335,369,413,478
31741322,0.11263334012479494,6,14,25,35,65,91,113,153,191,231,284,340,398,443,492,562,624,699,776,880
31741325,2.7764053934540995,0,0,5,11,15,19,23,27,30,48,58,69,77,85,99,123,175,215,262,301
31741348,6.0446665636086525,0,0,0,0,0,0,16,26,31,49,71,92,107,132,183,217,247,291,347,387
31741365,0.2513831966388808,3,10,19,26,34,53,89,114,139,175,222,273,308,373,436,496,553,625,704,777
31741386,0.022600370733851172,3,13,18,23,29,34,40,45,65,76,98,110,127,153,192,222,252,283,338,392
31741387,0.827819533427303,3,13,24,39,67,89,126,152,177,200,230,254,281,309,373,418,477,532,583,633
31741389,3.3580525975326516,0,0,0,10,38,53,76,101,142,171,211,245,287,323,360,395,446,512,594,681
31741393,1.1407325166722568,0,10,23,42,65,93,119,145,180,224,260,287,344,385,432,477,535,591,635,707
31741454,1.1526797372817195,0,10,37,63,97,142,178,222,273,340,409,501,586,673,747,831,925,997,1081,1153
31741471,3.6455903432203525,0,0,0,7,23,32,60,79,105,132,170,198,252,295,332,368,419,471,537,582
31741474,1.319626943989905,0,6,11,23,34,44,71,100,132,193,243,293,372,430,504,565,638,698,750,813
31741566,1.0873055504503155,0,7,11,21,26,31,43,63,82,95,117,157,216,266,301,365,410,472,536,618
31741639,2.702185438644265,0,0,5,20,49,69,92,124,158,195,234,282,338,403,455,517,572,652,712,763
31741652,5.244212614030187,0,0,0,0,0,11,16,23,27,32,37,54,74,102,117,141,175,215,266,318
31741662,0.27399289551091344,8,16,21,33,44,67,95,122,158,192,239,286,332,380,417,459,495,546,600,659
31741667,1.6010607021011292,0,9,25,35,59,79,93,123,154,184,214,264,301,328,358,390,429,461,510,555
31741758,4.455890090423067,0,0,0,0,11,30,42,72,108,147,179,214,245,298,359,410,476,550,641,746
31741765,0.3618049096904217,8,21,38,52,67,86,105,126,151,177,197,219,242,271,303,329,376,407,460,499
31741891,0.03745270220336247,5,8,16,25,47,73,102,131,158,209,252,296,357,424,475,543,610,678,738,785
31741996,0.0067700165169713436,4,14,22,30,35,48,58,91,115,158,193,232,267,327,394,447,516,570,658,747
31742062,1.1032898350679448,0,19,51,70,98,122,159,193,247,302,380,450,526,621,707,780,847,911,988,1060
31742064,0.81866422625569,3,17,34,52,89,119,163,206,263,307,354,404,464,538,598,668,737,857,992,1069
31742072,4.278025582700702,0,0,0,0,11,22,36,56,72,96,115,135,153,174,220,253,292,323,351,383
31742073,1.139100429668554,0,10,23,33,51,75,101,133,167,201,240,265,288,316,344,384,425,459,496,535
31742092,0.4074140154947985,4,8,23,35,58,85,105,129,168,203,228,248,271,317,361,415,453,495,532,572
31742099,0.24141676280242005,10,32,56,89,114,150,195,230,261,295,372,435,497,583,682,759,822,900,966,1035
31742100,0.722107549093066,9,27,57,88,129,158,195,240,286,346,390,481,538,605,688,757,831,924,1001,1089
31742145,6.529021403080042,0,0,0,0,0,0,14,20,46,71,95,126,161,186,211,230,261,290,344,395
31742165,0.3165265206914849,9,22,46,69,94,140,186,234,280,324,372,433,512,587,661,749,823,903,996,1053
31742186,1.2502119740439286,0,9,13,17,24,40,65,92,132,185,221,255,288,325,384,444,506,564,634,706
31742189,3.698922861359488,0,0,0,9,30,53,95,130,151,176,215,272,309,340,373,422,504,603,671,738
31742249,2.431099059093157,0,0,6,10,26,46,70,94,117,135,154,169,191,215,242,275,320,356,394,434
31742329,0.09426668889649692,5,14,20,32,39,66,87,113,159,195,232,264,339,390,431,472,532,585,649,698
31742384,0.19751407027419174,4,7,16,25,46,66,93,118,149,184,225,271,314,367,430,477,531,575,628,669
31742432,6.42840414303122,0,0,0,0,0,0,10,17,22,28,35,44,70,118,155,195,229,267,300,345
31742435,0.4811788640204731,4,13,21,31,44,55,68,84,117,163,190,241,288,332,376,442,513,595,674,758
31742449,0.8440139181062769,2,8,18,31,50,82,110,150,191,221,250,273,299,335,378,424,453,496,538,577
31742496,2.7463847050388694,0,0,4,17,26,43,54,64,75,85,94,116,132,145,170,203,242,288,336,376
31742511,1.302981053933593,0,5,12,22,31,38,56,75,103,125,155,186,210,240,267,328,397,460,521,591
31742527,0.16615528786267553,3,18,29,43,57,76,107,128,148,174,223,263,297,331,359,413,454,497,554,622
31742648,2.609141944228257,0,0,5,18,44,57,71,112,144,174,205,263,309,372,428,477,546,607,670,739
31742672,2.1936292144175105,0,0,8,22,45,68,91,113,162,196,234,270,329,371,417,490,542,606,681,737
31742746,1.4796046156617344,0,5,12,35,56,81,110,140,180,206,230,260,301,350,424,508,569,635,690,747
31742755,1.5525951989755278,0,10,23,32,48,68,98,137,179,213,248,299,351,391,467,526,585,642,697,760
31742978,0.8461395263661334,3,10,21,34,56,72,96,141,180,212,258,299,338,396,452,514,569,630,685,741
31743017,0.5002837782118148,6,19,29,46,60,80,97,130,159,195,219,261,292,322,362,424,473,539,597,659
31743097,0.5062247853813261,2,18,35,52,71,96,117,149,179,220,255,295,344,386,432,495,552,598,643,692
31743409,0.6464771929577917,5,17,26,49,92,127,166,224,277,341,428,496,587,666,730,788,879,946,1009,1085
31743455,1.2184718179076544,0,7,11,15,20,48,80,109,139,193,238,298,355,409,476,569,625,681,744,794
31743664,1.4756352059595303,0,1,4,13,45,78,115,142,166,193,224,253,301,362,420,482,535,610,677,749
31743701,4.499533764111857,0,0,0,0,6,8,10,12,28,37,56,75,98,139,164,192,233,270,301,328
31743781,1.2215388140057781,0,7,23,38,49,61,94,119,146,171,205,247,281,322,371,420,464,515,572,638
31743810,3.1951875378537,0,0,0,6,8,10,12,14,16,30,47,71,98,117,156,181,203,242,285,341
31743811,1.89244535970598,0,1,2,13,26,37,47,67,78,97,132,153,168,197,217,239,271,326,377,416
31743910,0.7925760393436322,3,13,27,38,61,88,110,132,172,224,263,307,345,378,413,457,503,570,634,706
31743930,0.5260611206027751,3,12,20,28,39,57,90,115,154,186,214,257,319,379,424,481,534,584,629,680
31744134,0.8724809118263044,3,7,18,23,27,31,43,54,72,92,122,148,174,209,253,285,308,331,367,400
31744267,1.0314609802381813,0,7,20,30,48,75,95,131,157,199,236,268,298,359,407,463,527,583,647,723
31744341,3.258098344386267,0,0,0,9,14,30,46,56,66,76,98,115,129,143,172,197,220,250,277,319
31744342,1.3426886215471876,0,6,11,17,23,28,33,54,66,77,86,94,100,113,149,175,214,246,304,357
31744343,0.1118165245899093,3,12,17,23,29,34,40,45,65,76,98,112,132,157,195,225,253,282,337,393
31744345,1.8755347277491357,0,4,12,19,25,30,36,42,56,71,94,123,147,171,192,218,260,302,339,374
31744426,1.5487473275459722,0,5,9,13,17,24,37,52,61,71,79,86,94,103,136,160,193,233,298,338
31744504,0.024592212611541577,4,7,14,29,53,70,87,106,139,175,234,275,305,340,395,450,504,547,595,637
31744567,1.1774077182421099,0,7,11,14,20,49,80,105,140,196,237,294,355,411,475,564,623,681,746,795
31744739,0.2753753329664583,7,15,31,46,64,80,101,126,160,201,236,276,309,344,379,409,476,552,612,696
31744858,0.9016429252830649,2,7,18,28,53,86,106,150,183,203,237,265,293,359,412,492,561,617,677,743
31744894,1.316710694637947,0,13,22,29,47,77,102,124,161,202,232,261,284,309,339,384,423,458,489,546
31744964,5.7534429427427,0,0,0,0,0,2,9,22,39,56,69,84,108,146,178,212,242,273,303,334
31744997,1.2158266907949242,0,8,20,37,49,71,93,116,159,197,229,271,320,366,395,431,489,540,584,630
31745072,1.6599086387993531,0,5,24,36,48,58,80,94,110,166,204,253,297,367,419,472,548,622,716,815
31745101,0.192310114450512,6,14,20,26,42,56,73,93,123,150,184,235,288,333,401,452,512,621,712,784
31745124,0.2657404129363226,5,8,13,21,26,31,45,55,65,81,105,139,188,240,290,333,376,434,486,554
31745125,2.0888018653568277,0,0,12,21,29,36,58,81,106,135,166,190,216,245,291,338,406,475,537,596
31745138,6.190381032456414,0,0,0,0,0,0,15,26,40,55,66,94,114,143,178,224,253,286,328,377
31745173,1.1461440803107874,0,7,17,26,45,68,90,113,144,179,204,246,276,308,328,355,399,440,473,502
31745384,0.6769488969117091,3,14,33,55,91,131,170,210,260,306,349,399,448,521,600,671,744,848,961,1056
31745456,4.989234030863286,0,0,0,0,1,2,3,5,11,38,60,86,124,159,191,237,271,305,335,380
31745708,0.2628672087570262,3,7,11,15,19,22,24,40,52,62,73,84,107,125,142,156,174,193,217,240
31745712,3.3376702810911913,0,0,0,8,16,22,28,34,40,45,51,67,84,97,111,129,172,218,253,288
31745794,0.4339103994569679,3,7,13,19,25,35,46,54,62,82,105,145,188,236,284,330,371,435,485,546
31745827,0.6440211589742988,6,24,46,69,93,127,162,199,254,322,389,477,564,633,720,791,857,911,999,1075
31745832,0.948091877531322,2,12,25,38,58,71,91,107,125,147,166,181,205,231,256,294,328,352,394,443
31746000,1.1511708903971145,0,9,26,39,49,66,88,113,139,169,207,236,288,331,375,415,474,531,590,653
31746005,5.097820467650383,0,0,0,0,0,13,22,31,41,67,84,100,121,163,199,229,256,295,342,391
31746188,1.1399008388261802,0,6,14,21,24,37,49,70,84,101,117,132,158,187,211,232,287,322,363,409
31746271,0.0856691749295609,4,7,11,24,31,38,63,91,108,140,158,175,211,251,298,338,380,413,455,499
31746482,0.606406242979774,8,14,24,35,46,56,78,112,148,177,205,254,303,355,402,443,498,544,604,670
31746833,0.34122720528164047,5,8,16,25,32,40,55,74,89,118,141,163,197,231,265,299,330,370,400,433
32900423,0.9616969184261374,4,15,31,40,48,56,74,94,120,145,185,210,258,302,350,395,440,477,521,561
32901861,2.2424876644980087,0,0,7,21,47,63,80,112,153,179,199,225,264,310,373,427,471,523,607,678
32901967,1.6026857170737452,0,6,11,22,42,56,66,83,117,144,167,189,211,247,274,298,319,372,421,458
32901986,0.32618119223174347,5,16,26,38,59,77,106,134,163,206,232,284,312,333,364,410,445,510,578,637
32902024,0.24369023994895658,8,17,25,44,58,71,84,120,157,187,226,274,296,328,363,399,441,496,539,579
32930266,0.9884747877515517,1,7,10,14,17,29,40,62,78,90,102,114,125,143,168,202,228,249,273,292
32930805,3.274743706122649,0,0,0,15,32,45,55,79,101,118,148,188,212,236,259,301,351,398,458,508
32930927,1.659845628009909,0,5,9,13,17,33,64,81,94,129,148,166,197,234,273,325,378,421,461,502
32930970,0.7328970800364304,3,7,11,15,18,33,69,85,110,130,147,165,199,244,294,334,385,423,460,499
32931000,0.5233746822745334,4,7,18,25,41,51,76,91,118,136,157,185,221,253,304,345,388,431,485,537
32931079,0.09070766784731263,5,9,12,14,17,34,49,78,111,126,136,152,187,238,295,342,391,434,477,509
32931119,0.02436019119216166,8,22,36,48,64,84,108,135,159,193,229,262,288,322,377,421,463,509,550,594
32931214,0.28010219189846286,7,21,38,51,76,103,136,173,213,253,285,321,372,429,488,564,632,687,757,826
32931249,1.3085474218490518,0,5,10,13,17,21,25,42,56,71,82,109,129,149,169,188,207,226,245,266
32931571,2.9473875094858935,0,0,3,11,15,27,39,60,76,88,104,120,138,159,175,191,225,254,277,305
32931586,1.5682070151129646,0,6,11,15,35,54,85,103,131,158,190,214,237,269,297,348,424,493,571,633
32931636,0.5576157472422346,3,7,11,15,19,27,37,58,74,102,140,160,183,205,229,249,269,291,345,385
32932884,0.5027468714695124,4,7,11,15,18,21,46,63,80,101,129,150,202,239,299,365,401,445,480,538
32933003,2.9617044655557816,0,0,2,9,25,33,41,66,89,121,144,166,193,212,244,293,332,359,387,432
32933432,0.15447750991600706,5,9,12,26,43,66,88,109,126,141,164,188,201,212,248,292,341,380,412,448
32933636,2.0990183624815426,0,0,9,19,37,73,87,102,134,163,191,215,245,276,317,374,434,502,587,650
32933660,0.6298629252339684,3,7,20,28,36,54,61,74,94,126,168,199,228,254,283,320,369,432,489,528
32933681,2.2821264949103806,0,0,7,13,27,51,75,99,116,136,161,197,220,249,291,358,418,472,529,614
32933778,0.5892632294079685,4,11,21,31,49,58,87,123,151,181,209,233,262,314,365,402,439,490,534,579
32933809,1.8235978628791134,0,3,12,18,28,44,58,82,118,142,167,194,222,253,280,311,345,451,529,607
32933897,0.11218134042180886,8,15,22,36,46,57,67,77,85,103,125,155,207,243,268,292,319,340,390,445
32933899,0.014005348669920415,9,16,29,37,46,56,66,73,88,109,133,157,188,231,263,286,313,362,399,433
32933902,0.34325975092884686,5,15,30,41,50,59,67,74,93,114,133,163,191,231,263,288,320,366,404,436
32933964,2.3429902513285272,0,0,8,13,20,43,58,86,110,141,175,214,257,291,318,353,382,418,454,523
32933965,0.3760420296841913,4,11,20,28,35,49,70,85,119,149,186,223,251,306,344,375,406,466,506,558
32934075,1.4501322924053406,0,5,9,13,26,38,55,78,108,129,146,181,217,260,306,341,359,389,429,477
32934247,0.317108313969013,6,18,23,28,36,45,63,75,92,128,161,187,235,288,343,392,435,479,530,589
32934363,2.3079730442693243,0,0,13,26,49,64,80,92,104,119,161,200,235,272,319,351,405,447,483,541
32934484,0.6284497915085063,8,16,24,42,57,73,94,122,145,181,214,271,302,330,362,395,439,498,539,578
32934596,3.9366988330936965,0,0,0,3,11,32,50,70,95,128,151,168,198,242,265,283,329,380,424,458
32934943,0.2233380867124119,5,13,20,34,46,60,72,95,111,122,142,180,206,240,272,305,352,410,467,511
32934969,0.7268063299477157,3,7,15,22,36,64,92,122,146,175,198,228,258,299,349,411,483,551,607,664
32935526,1.2687259993235573,0,6,10,13,26,37,57,76,93,117,133,166,204,249,289,344,387,432,472,518
32936299,1.4838153585713383,0,5,9,16,23,41,59,73,102,136,156,173,203,235,263,286,321,370,432,489
32936621,0.03898770921255414,6,13,21,27,49,80,99,122,156,189,235,281,325,379,431,483,553,615,673,743
32936971,0.9874246539891154,1,7,23,35,46,80,131,183,236,300,345,382,425,481,539,610,669,737,801,857
32937258,2.7634350812006128,0,0,6,11,24,43,66,85,115,148,182,224,265,292,324,353,387,422,458,516
32937435,0.8434380667223648,2,8,10,13,26,37,48,58,79,101,138,164,190,227,262,297,332,362,388,427
32937866,0.7098754448195945,4,7,15,34,47,76,106,137,167,190,251,305,341,378,415,460,510,580,647,736
32937867,0.2055471278024359,7,17,38,77,108,136,155,182,216,255,310,369,422,491,551,628,696,771,835,892
32938156,1.4039380888462951,0,6,19,37,71,89,119,153,192,235,270,321,360,402,448,500,554,632,699,790
32938424,0.5031373709617207,5,12,18,23,32,77,103,131,158,181,211,263,310,366,413,464,533,591,660,726
32938643,2.5808636206210194,0,0,7,28,38,53,68,89,121,157,182,208,230,255,300,341,396,476,537,596
32938683,0.16048791554613168,6,10,16,39,50,72,112,148,189,227,270,319,387,471,526,577,624,689,728,773
32938718,0.33523332155058616,8,14,20,33,57,77,97,126,158,201,248,290,355,408,444,512,576,638,710,764
32938725,0.8997777345085138,3,14,30,37,58,71,92,107,130,161,204,245,298,339,384,435,479,536,602,658
32939064,0.9512884936651387,2,8,17,25,46,59,99,131,158,199,245,282,323,374,421,474,526,585,637,713
32939312,1.2495538427218653,0,13,24,38,68,109,137,174,213,273,338,393,446,493,539,598,667,738,839,922
32939478,1.4755668880480401,0,5,9,13,26,38,67,95,114,130,150,180,211,237,263,304,341,383,436,492
32939612,0.08558386748320133,8,29,41,60,72,106,147,185,214,244,285,328,371,431,511,577,642,702,772,838
32939900,1.1190184682480542,0,6,27,39,50,62,77,94,107,134,151,166,187,229,267,295,333,375,416,465
32939928,0.13752642270564747,5,11,15,19,24,30,47,75,93,108,133,166,192,227,262,314,374,418,473,540
32939929,3.2705320515042913,0,0,0,19,32,44,60,86,109,128,162,194,218,250,283,321,379,439,517,607
32940225,0.6932269431026699,3,7,11,32,49,75,91,105,122,150,189,244,301,357,424,476,540,624,697,754
32940316,0.21507967637907316,8,15,28,42,59,82,105,160,192,222,262,305,364,419,473,533,586,655,714,789
32940490,0.5362716626124364,5,16,22,26,32,48,65,99,117,136,154,193,221,255,297,330,372,424,485,533
32940491,0.5535282483161135,5,16,22,29,36,51,62,84,110,134,152,180,218,271,331,369,399,437,463,504
32940579,0.5233746822745334,4,7,18,25,41,51,76,91,118,136,157,185,221,253,304,345,388,431,485,537
32940594,1.5014740368460826,0,7,24,41,76,108,135,168,218,261,326,384,432,486,529,591,649,721,797,913
32941191,2.3808798538724587,0,0,9,31,60,86,121,161,218,269,322,372,414,480,535,600,663,724,772,830
32941199,0.5175288471037858,3,7,29,43,62,90,125,158,192,225,267,317,357,414,473,531,579,654,720,803
32941621,0.5123620515019838,3,7,11,24,36,53,70,92,116,137,157,188,211,231,266,292,333,369,414,456
32941744,2.787725748479207,0,0,5,16,43,81,107,137,169,213,244,264,287,319,384,431,472,552,602,661
32941757,2.424460956928965,0,0,7,17,27,35,43,53,61,86,104,153,203,241,285,335,374,425,472,527
32941758,2.7407061765996454,0,0,5,17,28,36,44,54,63,78,113,153,202,239,285,329,371,406,470,531
32941805,3.7800075530092854,0,0,0,11,30,57,70,85,101,118,157,196,225,267,306,349,415,494,547,599
32942005,1.7050825510785996,0,4,16,25,32,46,61,84,108,125,154,193,221,250,276,337,382,417,454,490
32942084,0.5120884477772175,5,9,11,13,19,33,55,73,93,111,130,146,173,218,254,289,334,369,404,432
32942144,0.8332815486511084,3,7,11,15,25,38,45,64,86,105,123,149,182,211,243,284,327,368,402,457
32942236,3.5232515569829426,0,0,0,12,26,35,44,53,69,93,125,155,191,218,240,295,338,384,422,484
32942282,2.363931666759565,0,0,7,18,30,36,42,64,95,120,156,179,201,220,241,270,307,343,384,437
32942355,2.8245014917725175,0,0,4,11,15,27,42,61,76,88,105,122,137,159,175,190,226,255,279,305
32942497,3.83139414245922,0,0,0,5,20,33,44,54,72,98,134,173,196,225,250,290,328,378,436,502
32942715,0.10020473029946832,7,12,17,22,37,55,90,114,135,153,173,197,247,282,335,382,444,494,565,613
32942752,1.0760541494841165,0,14,38,60,86,114,136,165,191,226,292,332,383,441,511,580,632,688,760,836
32942796,2.5163400167560828,0,0,7,21,45,66,79,92,104,120,149,180,221,247,270,303,335,364,399,449
32943129,0.5028410693196177,3,7,27,43,64,95,131,162,198,233,276,316,351,398,446,520,590,660,725,790
32943241,1.5799918790128715,0,5,14,33,48,60,72,83,111,131,149,169,199,220,251,287,318,365,406,440
32943466,0.015189543504388182,3,7,11,28,43,57,73,92,118,147,179,207,241,262,283,306,333,386,436,477
32943477,3.886913423387447,0,0,0,3,19,30,40,56,72,88,102,118,143,161,177,194,211,256,282,313
32943495,0.8707336512998286,2,6,13,25,34,44,54,64,73,94,109,125,161,184,200,220,240,275,324,368
32943528,1.7136660310143854,0,5,9,13,16,27,46,62,77,95,112,124,136,150,173,211,242,264,284,308
32943904,0.09794241465728538,4,8,12,16,20,25,61,89,122,146,171,196,222,269,314,366,434,485,532,587
32944147,3.4438591227806072,0,0,0,8,13,30,40,49,65,85,101,128,145,163,181,202,224,257,291,319
32944148,3.816046174595496,0,0,0,5,21,30,42,51,75,91,107,129,151,168,191,213,237,276,303,329
32944800,1.6702178510663912,0,8,14,26,39,49,59,91,107,125,141,156,184,209,234,254,286,341,382,429
32944851,2.2053075210887196,0,0,7,12,16,20,34,46,55,69,94,112,136,154,171,188,206,225,244,277
32945375,0.5469611922146158,3,7,28,43,62,90,124,160,192,226,266,317,357,411,470,529,581,648,720,802
32945376,0.4951967940519055,3,7,27,43,64,95,131,161,198,233,276,316,351,399,446,521,590,660,726,790
32945395,1.1118255185319588,0,13,36,58,85,111,140,164,192,225,290,331,383,441,512,579,631,685,759,833
32945396,3.5198513814347323,0,0,0,9,13,25,45,69,88,108,122,150,180,204,229,251,291,331,379,415
32945398,1.0871053851581327,0,7,11,26,36,45,53,72,88,102,119,150,196,227,251,296,331,366,413,470
32945470,4.357004351925305,0,0,0,0,14,28,46,59,86,101,132,155,186,212,237,258,284,346,386,425
32945471,1.5030215953571748,0,5,18,24,30,39,60,82,97,111,125,138,154,188,228,261,287,316,345,373
32945530,1.550001659737673,0,5,25,40,76,107,135,168,218,261,327,384,432,486,530,591,649,724,795,914
32945614,2.199002537198243,0,0,16,24,32,52,64,77,99,134,153,191,218,250,283,334,378,413,452,512
32946006,0.4477397104054756,5,7,24,37,58,69,84,98,112,123,151,175,195,216,238,263,278,289,303,316
32946373,2.595614432643091,0,0,7,20,47,63,76,92,106,119,151,180,218,245,272,302,332,361,400,448
32946501,0.48408168204258706,3,7,11,29,45,57,73,96,128,151,171,204,237,260,281,306,327,379,432,475
32946556,2.55923480451002,0,0,6,16,28,36,44,52,61,79,129,163,195,225,271,313,364,410,480,530
32946594,1.5768640741862445,0,6,15,21,26,40,60,77,94,108,122,138,161,197,227,258,286,337,368,396
32946646,1.5791147095775795,0,5,10,16,24,51,68,81,92,108,132,151,181,211,254,294,331,367,400,449
32946777,1.4729423623005677,0,7,11,15,18,27,38,52,71,103,114,130,143,174,215,262,293,322,348,393
32946824,2.1065937586833354,0,0,4,23,52,89,125,163,204,261,312,359,426,476,555,591,644,695,765,819
32946889,2.8041676770523667,0,0,5,12,16,27,40,49,60,91,146,177,202,225,251,275,334,387,437,491
32946946,0.7198907522324779,4,8,12,17,27,36,46,56,66,74,99,132,159,182,213,237,275,313,347,377
32947107,3.106366500758291,0,0,0,16,27,35,56,79,94,109,123,136,174,200,222,259,291,321,347,399
32947297,2.901882378782063,0,0,3,18,29,37,45,53,62,77,126,154,190,233,279,314,367,405,475,538
32947329,1.728074430552499,0,3,18,26,39,46,56,64,73,83,114,145,169,185,203,221,250,290,339,372
32947330,1.2379285538876805,0,7,11,15,26,41,54,67,90,107,121,137,148,180,227,259,287,315,344,374
33500364,21.20294304892533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33500391,18.191382326701582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
33530541,31.967941036728362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33531782,21.199453799374943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33532106,12.254967163189708,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,12,14
33532843,33.68615143934189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33533031,6.6543249509046545,0,0,0,0,0,0,1,3,5,7,8,9,11,13,15,17,18,22,25,28
33534691,20.325048911535998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33534876,21.565023362331853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33534877,18.956197107418184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
33535305,24.963888948995827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33535738,14.564486091893599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11
33535861,30.51034257777749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33535964,25.232999143508454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33536013,19.600067626416322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
33536026,20.283852798777524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33536072,23.01391297857488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37130556,78.04054209950901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37136335,71.41365778347813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37138790,70.95714617827925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139270,86.23468525203818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139414,85.52978936719609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139427,82.95431852059613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139563,90.77743469481256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139568,87.57646241471588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139664,87.68814947176018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139680,85.80619356201922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139719,88.53743343955215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139751,84.8108373993736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139761,94.42118979381294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139766,82.75759000640146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139791,81.04832878110045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139848,89.64636585075887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139849,90.86489107784418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37139963,86.91296945461873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37140188,91.90101602334204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37140463,80.1882068024577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37140478,70.6624846524265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37140479,70.98443214754374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38300414,4.901965950173091,0,0,0,0,1,10,20,26,35,48,60,75,94,128,156,172,190,209,223,240
38301327,1.886618824996669,0,1,3,5,8,14,22,37,67,87,99,122,141,158,177,195,210,230,246,271
38310328,5.413413264915117,0,0,0,0,0,2,14,26,38,51,64,85,105,125,138,172,191,210,225,240
38310832,6.03137346660967,0,0,0,0,0,0,6,11,19,26,33,50,64,79,109,132,147,158,172,209
38320709,1.3792568918595678,0,12,20,40,54,69,84,97,108,122,139,177,200,218,233,256,274,285,302,318
38331272,0.4222647465700128,5,8,11,13,15,20,25,31,36,41,45,62,73,98,111,123,147,166,199,233
38331767,2.145787353632305,0,0,8,13,19,27,33,38,54,70,80,94,105,115,135,153,186,218,236,257
