API Number,Nearest Fault Dist (km),Fault Segments <= 1 km,Fault Segments <= 2 km,Fault Segments <= 3 km,Fault Segments <= 4 km,Fault Segments <= 5 km,Fault Segments <= 6 km,Fault Segments <= 7 km,Fault Segments <= 8 km,Fault Segments <= 9 km,Fault Segments <= 10 km,Fault Segments <= 11 km,Fault Segments <= 12 km,Fault Segments <= 13 km,Fault Segments <= 14 km,Fault Segments <= 15 km,Fault Segments <= 16 km,Fault Segments <= 17 km,Fault Segments <= 18 km,Fault Segments <= 19 km,Fault Segments <= 20 km
38331949,6.944347270453237,0,0,0,0,0,0,1,8,19,28,34,38,44,60,80,113,140,162,180,194
38333015,2.360685363413823,0,0,1,3,5,8,25,34,41,60,74,100,133,150,165,181,208,229,244,261
38333023,2.6361968527400492,0,0,2,5,8,11,14,16,20,22,30,52,64,70,78,84,97,115,137,158
38333034,2.9816962249608996,0,0,1,5,7,10,14,18,20,21,34,54,67,74,80,85,106,120,129,154
38333104,3.977370111177897,0,0,0,1,3,6,10,14,18,22,25,25,38,51,58,74,94,111,123,150
38333389,2.3867167762355197,0,0,4,7,14,18,34,42,44,49,58,64,70,76,97,105,112,117,141,158
38333469,3.091246584129919,0,0,0,2,3,6,10,14,18,21,23,30,36,45,62,83,97,111,122,132
38333754,4.165582531832841,0,0,0,0,12,19,28,36,43,50,61,88,109,139,163,179,193,209,228,245
38335592,4.4414598168560175,0,0,0,0,7,9,19,34,46,53,64,72,83,106,131,149,165,195,219,242
38336126,7.851357102468969,0,0,0,0,0,0,0,9,21,28,36,42,49,57,65,70,76,85,93,102
38336694,0.1859209697922246,4,7,11,14,18,30,46,58,70,85,105,123,162,183,198,211,225,235,246,259
38337743,1.4600997012955832,0,5,9,13,24,32,45,54,63,72,79,84,91,98,127,152,173,210,233,263
38338119,0.4951600585078145,3,7,11,15,19,23,26,29,32,36,39,43,47,51,54,68,81,93,107,121
38338684,7.596016418517371,0,0,0,0,0,0,0,10,15,18,26,35,41,47,63,74,89,112,141,170
38339219,2.4478538139888952,0,0,7,9,11,25,35,43,54,60,66,72,89,100,108,114,120,129,139,161
38339443,2.37681162602656,0,0,7,11,19,25,31,37,53,71,80,94,104,116,133,154,189,215,234,254
38339515,9.221648959402081,0,0,0,0,0,0,0,0,0,12,17,28,37,42,49,55,64,85,113,141
38339935,0.9676819186523834,3,7,18,29,38,46,51,57,62,77,101,129,151,162,177,203,217,231,243,252
38340163,1.499851589827397,0,5,11,17,22,28,32,37,45,72,89,102,110,124,153,166,183,193,207,225
38340348,3.5462601393010997,0,0,0,7,13,17,19,22,32,44,55,69,79,90,112,155,178,196,217,240
38340821,0.7620034989841987,3,7,15,22,27,33,41,54,70,107,124,146,161,178,193,220,235,254,269,288
38340890,1.831626985215034,0,1,3,5,8,12,17,33,62,83,97,117,141,158,176,193,214,232,253,270
38341268,7.338428432461992,0,0,0,0,0,0,0,9,20,28,34,39,48,57,66,75,84,93,104,119
38341399,0.40796831528992133,3,5,7,9,15,21,24,27,29,38,44,48,50,59,69,83,110,138,165,183
38341724,3.5623777626841213,0,0,0,7,11,15,21,25,30,34,39,43,47,55,66,75,83,95,108,120
38341725,0.573247458659,5,8,10,13,17,21,25,29,33,35,37,41,55,61,65,87,99,108,119,129
38341775,6.814083590632212,0,0,0,0,0,0,5,13,17,22,29,33,37,43,47,51,67,94,118,131
38341996,2.6171823664077953,0,0,1,3,5,7,14,27,33,40,46,59,72,93,104,112,127,137,153,172
38342031,4.9779137237821605,0,0,0,0,1,2,5,8,12,16,20,23,24,36,60,78,93,106,119,133
38935844,77.8515560795202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38941373,70.37289085828107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500013,81.31698985631655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41501259,68.06234591237406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41502924,27.029778345737654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41503882,69.92522036638394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41503896,73.97653572897018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41503904,70.55751945567498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41503968,68.41592527607709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41503969,71.36140787127812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41503975,69.10861257351388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41504013,71.5824401989454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41504027,71.92963356815626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41510070,80.33030059418073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41530262,73.1615191234036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41531345,36.96975134414906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41532682,59.061378721823644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41534743,75.74103001432232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41535373,83.1930304178274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41535446,76.6321217355922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41535513,67.68857529680919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41535518,77.22044127030154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41535527,59.51998427986545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41535539,77.317955284826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41535716,51.778832958842344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44500201,53.69543977677033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45132891,32.77103285178955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45132916,37.227716794730085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46103352,1.1127822000444363,0,3,5,6,15,24,30,37,47,53,59,64,70,78,92,107,118,131,145,180
46131875,0.3315891732933694,5,8,12,15,20,32,43,51,58,76,98,112,123,142,166,208,257,314,360,401
46132064,3.882980049680118,0,0,0,4,16,20,25,27,32,40,68,84,95,111,126,141,157,184,205,227
46132550,0.953421967681954,1,6,7,16,27,50,67,89,115,137,155,165,179,196,217,244,264,279,292,306
46133370,0.663001993667451,3,7,18,27,34,51,62,74,82,93,102,117,130,141,154,168,180,191,201,212
46134345,1.850332823634764,0,3,9,13,25,32,38,43,46,50,54,60,65,71,77,83,98,114,131,153
46134427,0.2733489492582967,4,7,17,35,47,56,68,75,83,108,147,167,205,237,278,324,354,413,459,510
46137896,1.0718264612257253,0,7,16,33,44,53,60,83,96,106,124,160,197,229,260,309,358,413,462,499
46138131,0.03567128717755914,4,7,9,11,16,23,31,40,56,67,79,89,96,117,151,187,211,247,263,289
46138642,1.5895996393832403,0,5,10,14,20,31,42,51,65,77,87,105,128,162,194,232,287,328,362,410
46138686,0.3657323195595113,4,8,18,33,45,57,68,79,88,101,121,154,202,246,277,314,349,378,401,417
46138753,2.0822136048921815,0,0,13,27,42,57,71,85,105,120,151,192,234,275,304,345,385,425,464,495
46139685,1.4704689587935393,0,5,10,14,17,21,34,39,44,50,59,79,95,119,132,145,160,178,207,231
46139881,0.42776529079973513,5,9,12,14,18,21,32,38,44,53,66,84,97,109,116,131,149,166,185,212
46140306,4.661392677436106,0,0,0,0,7,12,18,22,26,30,34,39,43,51,67,77,89,100,149,193
46141056,0.15503255510283856,8,17,25,35,41,59,89,110,129,160,198,227,250,289,336,365,404,454,501,561
46142451,5.311060448641371,0,0,0,0,0,11,17,21,23,26,44,61,82,113,139,166,184,219,268,313
46142463,4.382517477111506,0,0,0,0,9,13,18,25,34,40,49,59,99,123,138,164,200,230,270,312
46142464,0.10449423676929534,5,8,11,15,19,23,30,47,61,75,84,97,109,130,170,185,212,251,287,320
46142509,2.5199478404661257,0,0,8,13,18,21,26,32,38,55,64,75,93,103,110,119,129,138,153,177
46142541,0.6152509517095485,3,7,14,22,38,61,77,98,120,139,175,215,253,303,353,409,443,491,542,576
46142744,3.8289430763072763,0,0,0,5,11,23,42,50,70,87,120,162,194,228,259,287,315,372,411,437
47533126,68.91352418241891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47534643,37.112295836985346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47536206,75.70779243712569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47538861,65.65959450643876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49533400,60.268494320089566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49533573,55.2394593680016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49534942,39.32059038143436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49534975,41.37758894283354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50132488,21.427800566773755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50132538,25.313712407563134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50132540,30.46530953182528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50132868,27.923732065396663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50132893,24.0640830673551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50136351,25.101607520535453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
