radius_km,window_days,shift_pct,n,n_clusters,n_basis,psi_plugin,psi_targeted,se_cluster,ci_low,ci_high,pval,n_iter,converged,elapsed_sec,estimator
1,365,0.1,49519,42,30,6.610018813645617e-05,7.267817139037207e-05,0.004090690093919957,-0.007944927084607515,0.008090283427388259,0.9858249491123008,2,False,8.569355249404907,reghal_tmle_delta
