radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
3,365,0.1,451212,389,0.0002506896562408656,-0.0001543598704301985,0.0007309633554541505,0.00022321407825425123,500,cuda,421.45757818222046,xgb_hurdle_gpu
