radius_km,n,p,n_clusters,n_positives,n_folds,n_lambdas,lambda_pos_cv,lambda_mag_cv,n_active_pos,n_active_mag,shift_pct,psi_total,psi_freq,psi_mag,psi_cross,se_iid_mean,se_cluster_mean,design_effect,ci_low,ci_high,z,pval,stage1_cv_min,stage2_cv_min,total_wall_min,estimator
11,451212,1586,389,38194,5,15,1.7040420993392934e-05,2.2296443825855933e-06,11,53,0.1,0.0002770104986164656,0.0002933703811644669,-1.6177414548228065e-05,-1.8246799977320602e-07,3.1015830421427096e-06,0.00010320159650625767,33.27384600186667,7.473908631716592e-05,0.0004792819109157653,2.6841687337624567,0.007271039948453684,0.0,50.96256649891536,55.91951334476471,hurdle_gpu_hal_active_set_full_n_cv
