radius_km,window_days,a_star,psi,se_iid,se_cluster,ci_low,ci_high,epsilon,n_in_bin
4,365,10000.0,0.010979285698544847,0.0004048378961118081,0.0013748008559381607,0.008284725534991213,0.013673845862098482,2.97106937445704e-05,22561
4,365,100000.0,0.014640269902346154,0.0008680588340212114,0.0017714488810267222,0.011168293895079999,0.018112245909612308,0.00013411119124113452,22545
4,365,1000000.0,0.022419198214429926,0.0009347773995081638,0.0026894021957209907,0.017148066770873844,0.02769032965798601,7.502022842930585e-05,22560
4,365,10000000.0,0.03961906911833517,0.0008168347379286431,0.004488746042111312,0.030821288540050285,0.04841684969662005,0.0001449751460673752,22561
4,365,100000000.0,0.0009939765033790222,0.0005914206362104302,0.0006330484837579098,-0.0002467757252541704,0.002234728732012215,0.00036059992776723036,22561
2,365,10000.0,0.002027845377439372,0.000230904936909787,0.00037373627711083905,0.0012953357345860464,0.002760355020292698,1.641495519703714e-05,22561
2,365,100000.0,0.0019871197647057127,0.00018516156324535794,0.00036839243739473815,0.0012650838552350993,0.0027091556741763263,9.908825626125647e-06,22545
2,365,1000000.0,0.006232476146383042,0.000658634020684069,0.0011819914408711398,0.003915815492241003,0.00854913680052508,9.883405078386016e-05,22560
2,365,10000000.0,0.01349713107620657,0.0006319088168402371,0.0019888158245105502,0.009599123688282559,0.01739513846413058,0.0002273530445609407,22561
2,365,100000000.0,6.254108315241804e-05,0.0006403675585830457,0.000280871574088076,-0.0004879570863412844,0.0006130392526461205,-3.6911967078619956e-05,22561
7,365,10000.0,0.053312081394227454,0.0011674590942547856,0.003932285621514723,0.04560494319913389,0.061019219589321015,-2.65049169681212e-05,22561
7,365,100000.0,0.05552068611645534,0.0010486302113097753,0.003682014202110974,0.048304070889752845,0.06273730134315783,-9.609351390626112e-05,22545
7,365,1000000.0,0.05806677145335592,0.0013628862196110058,0.0053519927877151,0.0475770583439162,0.06855648456279564,0.00022060810819177437,22560
7,365,10000000.0,0.09260233480681403,0.0012331577215069734,0.006996185203780319,0.07889006377823259,0.10631460583539547,0.00035387080438966295,22561
7,365,100000000.0,0.008934365953018625,0.001211467563991188,0.002722034647071193,0.0035992760800888906,0.01426945582594836,0.0006130389801396176,22561
3,365,10000.0,0.004439251585804056,0.00024184005577108616,0.0006254405510294747,0.0032134106313154,0.0056650925402927125,1.9557295231390488e-05,22561
3,365,100000.0,0.00742311056650694,0.0009699193287845849,0.001332804419935441,0.004810861904997677,0.010035359228016202,0.00021369251621838716,22545
3,365,1000000.0,0.012488727603552196,0.000639891372880989,0.001761691501978435,0.009035875707804189,0.015941579499300203,1.5180075493479078e-05,22560
3,365,10000000.0,0.027417291604766122,0.0006774335183049247,0.003442650806626822,0.020669820012429785,0.03416476319710246,8.40638323202885e-05,22561
3,365,100000000.0,0.00019968080855351652,0.000742846672458372,0.0005196492363380953,-0.0008188129792628931,0.0012181745963699261,0.000268892443887909,22561
1,365,10000.0,0.0002823303443605782,3.6445434416879227e-05,5.1478931477865886e-05,0.00018143349270135578,0.00038322719601980063,-1.668609678886613e-06,22561
1,365,100000.0,0.00054025471958049,8.979103414369772e-05,0.00012337693516686085,0.00029844037013050954,0.0007820690690304705,8.343283813108082e-06,22545
1,365,1000000.0,0.0019016096004311667,0.00031751557962083943,0.000529244823390951,0.0008643088075806411,0.0029389103932816922,3.8139403291456317e-05,22560
1,365,10000000.0,0.006842892554217977,0.00048627063042758694,0.0012813609503800696,0.004331471240277026,0.009354313868158928,8.796626683975817e-05,22561
1,365,100000000.0,6.56038395865621e-05,0.000255415781555491,0.0002989496620039667,-0.0005203267311316348,0.000651534410304759,0.00015681172757190214,22561
5,365,10000.0,0.018213481635826364,0.0005780888700804531,0.001882420271983164,0.01452400569897127,0.02190295757268146,4.890151590954765e-05,22561
5,365,100000.0,0.023193668867348312,0.0007725516706655909,0.0022182053550031887,0.018846066261228176,0.027541271473468448,0.00011048106927433989,22545
5,365,1000000.0,0.03014775651160897,0.001004159015985039,0.0031493532522414132,0.023975137562621714,0.03632037546059623,0.00010960295277646018,22560
5,365,10000000.0,0.05822844236998828,0.0009466811201851747,0.005246786461022449,0.04794492987181191,0.06851195486816465,0.0009643140637476935,22561
5,365,100000000.0,0.0036348401264249043,0.0015492274160449012,0.002038208346740268,-0.00035997482617494735,0.007629655079024756,0.0011496771207301153,22561
6,365,10000.0,0.029484377690399043,0.0012374239058041377,0.003160327902321874,0.023290248822511152,0.035678506558286936,0.00015336364197703628,22561
6,365,100000.0,0.04123821085977253,0.0007958508760405769,0.0027322727708429763,0.03588305463298083,0.046593367086564225,-3.2370411857381685e-05,22545
6,365,1000000.0,0.04274547382034501,0.0013047596271121718,0.0044974495013702185,0.03393063477537176,0.051560312865318265,0.00029596301615650815,22560
6,365,10000000.0,0.08168000172917428,0.0011961198073369573,0.006683066722372867,0.06858143164704532,0.09477857181130324,0.0003004476595804957,22561
6,365,100000000.0,0.003407759571004426,0.0013406059822533086,0.0013780349985666035,0.0007068606043781778,0.006108658537630674,0.0009062600748491155,22561
8,365,10000.0,0.07045215363998315,0.0014160153729204541,0.004747894473155768,0.06114645147020108,0.07975785580976523,-9.202659153627396e-05,22561
8,365,100000.0,0.07758560953634022,0.0012581689387550418,0.004609056394362721,0.06855202500067525,0.08661919407200519,-0.00013325115620000568,22545
8,365,1000000.0,0.0725036016403951,0.0015827270351994802,0.006073417816351624,0.06059992145728202,0.08440728182350818,0.0002966708657617048,22560
8,365,10000000.0,0.11120112553090172,0.001369606046912662,0.008149727770865457,0.09522795261619953,0.1271742984456039,0.00021182538309548815,22561
8,365,100000000.0,0.008696237198552694,0.0014732055485218332,0.0024254512983986525,0.003942440007435424,0.013450034389669964,0.001213129502582142,22561
9,365,10000.0,0.08811369309705283,0.0016436355013736109,0.005925434055577804,0.07650005575535322,0.09972733043875244,-4.355042843519956e-05,22561
9,365,100000.0,0.09382011043560685,0.0012516585350160895,0.005682825756873226,0.08268197662171875,0.10495824424949496,-0.00012094165313091858,22545
9,365,1000000.0,0.09199545610374828,0.0018211013010475982,0.0068790998307411986,0.07851266818943994,0.10547824401805661,0.00044556597544675997,22560
9,365,10000000.0,0.11990850535239979,0.001690393006727342,0.00802033461788349,0.10418893835738834,0.13562807234741125,0.0003450288526736679,22561
9,365,100000000.0,0.012129873730519623,0.0010681782954250977,0.003154143935359713,0.005947865215159154,0.018311882245880092,0.0013544290296043512,22561
15,365,10000.0,0.1520917272986034,0.001655645496173408,0.008321037345196127,0.1357827937880062,0.1684006608092006,0.00017564262680454975,22561
15,365,100000.0,0.2021078132494969,0.001924927609979575,0.008748295512295414,0.1849614691192845,0.2192541573797093,0.0002777893942946889,22545
15,365,1000000.0,0.18852032892057966,0.0026084647593684544,0.009371190036800337,0.1701531339561704,0.2068875238849889,0.00038275140471875885,22560
15,365,10000000.0,0.24196439067558237,0.002386446117125109,0.011786161021747739,0.218863939556967,0.26506484179419776,0.00023428816879555393,22561
15,365,100000000.0,0.0671780623065839,0.0011923562406471586,0.006725581995470592,0.053996163820390505,0.08035996079277728,0.0019352029954507431,22561
14,365,10000.0,0.14140177872402776,0.001650335141609594,0.008303689876986238,0.1251268456263449,0.1576767118217106,4.018563960601836e-05,22561
14,365,100000.0,0.19190987447957591,0.0019921826454626303,0.008371280737959542,0.17550246572870132,0.2083172832304505,8.225063557948593e-05,22545
14,365,1000000.0,0.16950303541442624,0.002444262831882901,0.009326684262046343,0.15122307016563888,0.1877830006632136,0.0005176784425128945,22560
14,365,10000000.0,0.21873899049489828,0.0021645568559116903,0.011050447755164283,0.1970805108817348,0.24039747010806176,-0.00035217792721833983,22561
14,365,100000000.0,0.04967633039599068,0.001661687754544457,0.006480413549219081,0.0369749532345959,0.06237770755738546,0.0018606590513787393,22561
11,365,10000.0,0.12142926422017261,0.002003540323374618,0.007329874982303974,0.10706297324367565,0.13579555519666958,9.24284799862429e-05,22561
11,365,100000.0,0.1458185438510691,0.0017020729060865736,0.007422285252503433,0.13127113207317959,0.1603659556289586,-1.203754926498636e-05,22545
11,365,1000000.0,0.12220532187205807,0.0020704599464081183,0.0077271256205660825,0.10706043395173183,0.1373502097923843,0.0006615048021166746,22560
11,365,10000000.0,0.1696482932245029,0.0016596436596071087,0.010280764378930553,0.14949836530825672,0.18979822114074907,0.0005114360655626966,22561
11,365,100000000.0,0.03130956300447495,0.0014585228676091367,0.0049569489617238265,0.021594121566293034,0.04102500444265686,0.0012807318566563184,22561
13,365,10000.0,0.144719015395092,0.0016408006554356014,0.008168932530925857,0.1287082018423397,0.1607298289478443,8.535662687623796e-06,22561
13,365,100000.0,0.18037662949675,0.0017907816421620286,0.008247975196126153,0.16421089516696308,0.19654236382653695,7.318636178249945e-05,22545
13,365,1000000.0,0.15167287810955282,0.0024690100087647105,0.009435465775834758,0.1331797050115564,0.17016605120754924,0.0004760626084110236,22560
13,365,10000000.0,0.20428263649004325,0.0019781038575828105,0.010991142268684098,0.18274039349446655,0.22582487948561994,-0.00031903475596775324,22561
13,365,100000000.0,0.045337693027292736,0.0016978542978022962,0.005740891038616782,0.0340857533524351,0.05658963270215037,0.000501607439564697,22561
12,365,10000.0,0.1314269184105034,0.0017856128887695955,0.008488735531609462,0.11478930249426339,0.14806453432674344,-5.988295957440174e-06,22561
12,365,100000.0,0.165403567750154,0.001844626282318553,0.007754099543189705,0.1502058119129637,0.1806013235873443,1.4938356479021157e-05,22545
12,365,1000000.0,0.13845820593252384,0.0024195805937359785,0.00865730304145237,0.12149020376802812,0.15542620809701954,0.000639071551391338,22560
12,365,10000000.0,0.18638347709373845,0.002018496480215103,0.010614369315593683,0.16557969551656776,0.20718725867090915,5.251970400386245e-05,22561
12,365,100000000.0,0.03406774089158497,0.0015664101097150997,0.005117153098986484,0.024038305114193935,0.04409717666897601,0.0008863506259571577,22561
10,365,10000.0,0.10116759144250313,0.0017030309250096367,0.006785313891916532,0.08786862059054742,0.11446656229445884,-7.649167582296142e-05,22561
10,365,100000.0,0.11806921585209136,0.001205527823369767,0.00619666609386777,0.10592397348389003,0.13021445822029268,-0.000219954015982142,22545
10,365,1000000.0,0.10558697910629886,0.0019035778640049672,0.007417016789593298,0.0910498933259671,0.12012406488663062,0.0004648748113359991,22560
10,365,10000000.0,0.14268109153638028,0.0017449599520731197,0.009059326316970734,0.12492513823092175,0.16043704484183882,0.0006593984173979304,22561
10,365,100000000.0,0.02074500692730285,0.0013401189612629652,0.004334243593163004,0.012250045584479887,0.02923996827012581,0.001805674240088068,22561
16,365,10000.0,0.1618029975927351,0.001881064841281049,0.008444981883101083,0.14525113725176372,0.17835485793370645,0.00014131754920654462,22561
16,365,100000.0,0.21557037928629616,0.003342872444667449,0.009129836382483738,0.19767622879188457,0.23346452978070775,0.0014146922052854557,22545
16,365,1000000.0,0.20560440981414124,0.0027427867808403356,0.00990429782079505,0.1861923427932244,0.22501647683505807,0.0002899060016995267,22560
16,365,10000000.0,0.27102295338715127,0.002543802259439545,0.012154280235828242,0.24720100186692093,0.29484490490738163,0.000558501495074295,22561
16,365,100000000.0,0.08130481348965687,0.0012389349815399835,0.007338899152119555,0.06692083546533101,0.09568879151398274,0.0019447710902710355,22561
17,365,10000.0,0.15874732381093637,0.003235857879539502,0.007640036804548729,0.14377312683346039,0.17372152078841235,0.0005973899554214757,22561
17,365,100000.0,0.22298629628413127,0.004267391934472444,0.009491757490989254,0.20438279345180407,0.24158979911645848,0.001654044641290334,22545
17,365,1000000.0,0.22392707984920243,0.002830897438091615,0.010200663378777019,0.2039341470083828,0.24392001269002206,0.0004150746863478754,22560
17,365,10000000.0,0.2970276337426695,0.0023866579608760245,0.012219642706686592,0.2730775741336162,0.32097769335172277,0.00018065351144741664,22561
17,365,100000000.0,0.0789207108295958,0.0014747904355515427,0.007133880468706961,0.06493856204091644,0.09290285961827516,0.0023253405987163672,22561
19,365,10000.0,0.18953955272657594,0.003315760911788925,0.009531118769538481,0.1708589032059068,0.20822020224724508,0.0006993665044591006,22561
19,365,100000.0,0.26395576819586847,0.004010522682090456,0.010437163178855832,0.24349930426454344,0.28441223212719347,0.001479812782617581,22545
19,365,1000000.0,0.2662922904354721,0.002979140013548043,0.011121581434476663,0.24449439137276852,0.28809018949817566,0.00014499512753696163,22560
19,365,10000000.0,0.3412207152442243,0.0023178702096678058,0.013127783023873121,0.3154907333205767,0.36695069716787193,-0.0003821656779959913,22561
19,365,100000000.0,0.09098153556937198,0.0010470520163733997,0.006946412175893848,0.07736681788284953,0.10459625325589443,0.003910925596045352,22561
20,365,10000.0,0.18691642091092497,0.0036109145887997024,0.009956559005766847,0.16740192384967403,0.20643091797217591,0.001124427974429777,22561
20,365,100000.0,0.27078267360688085,0.003619050518012112,0.010158855603188337,0.2508716825004888,0.2906936647132729,0.0016029713541036398,22545
20,365,1000000.0,0.2919427591295193,0.003107557034278232,0.01155165670029281,0.26930192803517455,0.314583590223864,0.00019450775894000227,22560
20,365,10000000.0,0.3739773954134538,0.002427780497588429,0.01384596242611835,0.34683980772696704,0.4011149830999406,-0.0007115784914986628,22561
20,365,100000000.0,0.10242086300557049,0.0012338149162020612,0.007508741773858628,0.08770399955959618,0.1171377264515448,0.005623068605885894,22561
18,365,10000.0,0.17497598518941304,0.003650766711038549,0.008358516620385047,0.15859359364927889,0.1913583767295472,0.000570195709727712,22561
18,365,100000.0,0.24249022535494552,0.003945892341945623,0.009792809291348866,0.22329667183643254,0.2616837788734585,0.001506959201286939,22545
18,365,1000000.0,0.2471459108320858,0.0028443773503869993,0.010679073525701242,0.2262153113334562,0.26807651033071545,0.00018011646117690146,22560
18,365,10000000.0,0.32136514138090344,0.0026467138462950746,0.012868122948285774,0.29614408385362995,0.34658619890817693,0.0004045865621316126,22561
18,365,100000000.0,0.0821116030415451,0.0012409077733114041,0.006918180070460056,0.06855221926488063,0.09567098681820958,0.0033941918164826397,22561
