radius_km,M_thr,W,P_exceed,P_lo,P_hi
18,2.0,10000.0,0.003844547559767486,0.003838372901450131,0.003850722218084841
18,2.0,10985.411419875572,0.003845075450190527,0.003838291499259467,0.0038518594011215873
18,2.0,12067.92640639329,0.0038456554344180605,0.003838201977755195,0.003853108891080926
18,2.0,13257.113655901081,0.00384629266132841,0.0038381035165908958,0.003854481806065924
18,2.0,14563.484775012445,0.0038469927903835854,0.003837995210383807,0.003855990370383364
18,2.0,15998.587196060573,0.0038477620426075054,0.003837876059464636,0.003857648025750375
18,2.0,17575.10624854793,0.0038486072567255336,0.00383774495953495,0.0038594695539161173
18,2.0,19306.977288832495,0.0038495359510016813,0.003837600690085921,0.0038614712119174415
18,2.0,21209.508879201927,0.003850556391370663,0.003837441901411927,0.0038636708813293993
18,2.0,23299.51810515372,0.0038516776665264985,0.0038372671000249854,0.0038660882330280115
18,2.0,25595.479226995332,0.0038529097707037385,0.0038370746322458045,0.0038687449091616725
18,2.0,28117.68697974231,0.003854263694969773,0.00383686266571041,0.003871664724229136
18,2.0,30888.435964774784,0.0038557515279412646,0.003836629168489793,0.003874873887392736
18,2.0,33932.217718953296,0.0038573865669425667,0.0038363718854690374,0.003878401248416096
18,2.0,37275.93720314938,0.0038591834407420977,0.003836088311571704,0.0038822785699124916
18,2.0,40949.15062380427,0.003861158245139107,0.00383577566134605,0.0038865408289321638
18,2.0,44984.32668969444,0.0038633286928231314,0.003835430834342325,0.0038912265513039376
18,2.0,49417.13361323838,0.0038657142791054255,0.0038350503756130958,0.0038963781825977553
18,2.0,54286.754393238596,0.0038683364653151475,0.0038346304305441107,0.0039020425000861844
18,2.0,59636.23316594637,0.0038712188818823545,0.0038341666930828957,0.003908271070681813
18,2.0,65512.85568595509,0.0038743875533847616,0.003833654346256435,0.0039151207605130885
18,2.0,71968.56730011514,0.003877871148133094,0.0038330879936638025,0.003922654302602385
18,2.0,79060.43210907701,0.003881701255210479,0.003832461580380415,0.003930940930040544
18,2.0,86851.13737513521,0.003885912692272009,0.0038317683014082574,0.003940057083135761
18,2.0,95409.54763499944,0.003890543847867245,0.003831000495446652,0.003950087200287838
18,2.0,104811.31341546852,0.0038956370625728987,0.003830149521318149,0.003961124603827648
18,2.0,115139.53993264481,0.003901239053835881,0.003829205613854694,0.003973272493817068
18,2.0,126485.52168552957,0.0039074013901405635,0.0038281577154059975,0.00398664506487513
18,2.0,138949.5494373136,0.003914181020949314,0.003826993278351336,0.004001368763547293
18,2.0,152641.79671752334,0.003921640869842591,0.003825698033043473,0.004017583706641709
18,2.0,167683.29368110065,0.003929850499436172,0.0038242557144539347,0.0040354452844184084
18,2.0,184206.99693267164,0.0039388868580141345,0.0038226477393752843,0.004055125976652985
18,2.0,202358.96477251555,0.003948835119417127,0.003820852824296253,0.004076817414538
18,2.0,222299.64825261955,0.003959789629635724,0.003818846531942216,0.004100732727329232
18,2.0,244205.30945486497,0.00397185497582464,0.0038166007318556202,0.00412710921979366
18,2.0,268269.57952797273,0.003985147196164052,0.0038140829571712367,0.004156211435156867
18,2.0,294705.170255181,0.003999795152231367,0.003811255635756545,0.004188334668706189
18,2.0,323745.754281764,0.00401594208944589,0.00380807516896636,0.004223809009925419
18,2.0,355648.03062231286,0.004033747415836841,0.0038044908251435683,0.004263004006530114
18,2.0,390693.99370546127,0.0040533887350528985,0.0038004434073876546,0.0043063340627181425
18,2.0,429193.42601287784,0.004075064176407572,0.00379586364562104,0.0043542647071941045
18,2.0,471486.63634573895,0.004098995073110401,0.003790670251096546,0.004407319895124256
18,2.0,517947.46792312124,0.00412542905003721,0.003784767556574826,0.004466090543499595
18,2.0,568986.6029018293,0.004154643594881602,0.0037780426466153313,0.004531244543147872
18,2.0,625055.1925273977,0.0041869502018735405,0.0037703618586904016,0.004603538545056679
18,2.0,686648.8450042998,0.00422269919617424,0.0037615665057495573,0.004683831886598922
18,2.0,754312.0063354607,0.004262285370462804,0.0037514676325799408,0.004773103108345667
18,2.0,828642.7728546843,0.004306154594311162,0.0037398395694394015,0.004872469619182923
18,2.0,910298.1779915227,0.004354811593188401,0.003726411983789901,0.004983211202586902
18,2.0,1000000.0,0.00440882913930718,0.003710860050354299,0.00510679822826006
18,3.0,10000.0,1.389086481684565e-05,1.3857798277981903e-05,1.3923931355709396e-05
18,3.0,10985.411419875572,1.389369187598799e-05,1.3857359893795143e-05,1.3930023858180838e-05
18,3.0,12067.92640639329,1.3896798147228218e-05,1.3856877486057517e-05,1.3936718808398918e-05
18,3.0,13257.113655901081,1.3900211275119645e-05,1.385634654587198e-05,1.394407600436731e-05
18,3.0,14563.484775012445,1.3903961655126196e-05,1.38557620843061e-05,1.3952161225946291e-05
18,3.0,15998.587196060573,1.3908082710845093e-05,1.3855118578251094e-05,1.3961046843439093e-05
18,3.0,17575.10624854793,1.391261119876308e-05,1.3854409908458344e-05,1.3970812489067818e-05
18,3.0,19306.977288832495,1.3917587544876042e-05,1.3853629290034296e-05,1.3981545799717788e-05
18,3.0,21209.508879201927,1.3923056216502694e-05,1.3852769194157594e-05,1.3993343238847793e-05
18,3.0,23299.51810515372,1.3929066132178924e-05,1.3851821258744223e-05,1.4006311005613626e-05
18,3.0,25595.479226995332,1.3935671114739812e-05,1.385077618732366e-05,1.4020566042155964e-05
18,3.0,28117.68697974231,1.3942930392141228e-05,1.3849623634046208e-05,1.403623715023625e-05
18,3.0,30888.435964774784,1.3950909151128066e-05,1.3848352072385997e-05,1.4053466229870134e-05
18,3.0,33932.217718953296,1.3959679149744275e-05,1.3846948644936726e-05,1.4072409654551824e-05
18,3.0,37275.93720314938,1.3969319395679136e-05,1.3845398991469462e-05,1.409323979988881e-05
18,3.0,40949.15062380427,1.397991689811029e-05,1.3843687051657973e-05,1.4116146744562606e-05
18,3.0,44984.32668969444,1.3991567500704072e-05,1.3841794837206132e-05,1.4141340164202011e-05
