radius_km,window_days,shift_pct,n,n_clusters,psi,ci_low,ci_high,se_boot,B,device,elapsed_sec,estimator
12,365,0.1,451212,389,0.0005211837124079466,-0.0006191447289893403,0.0017427164420951151,0.0006462009315187147,500,cuda,444.0094401836395,xgb_hurdle_gpu
